map,i,start,goal_near,goal_far,closed,forward,backward
den510d.map,5,33796,41894,65254,223,2210,8733
den510d.map,6,47128,92169,130639,13038,29463,16753
den510d.map,7,128432,62532,35070,14981,329,2722
den510d.map,8,81674,105094,62445,152,721,622
den510d.map,9,32765,33533,53811,5522,10,4694
den510d.map,10,85294,58086,113581,543,34130,25915
den510d.map,11,106614,99678,57743,51,427,5140
den510d.map,12,84205,94077,125765,47,18541,7658
den510d.map,13,127545,124053,61071,2255,12800,26497
den510d.map,14,83344,121972,124028,21034,14,6287
den510d.map,15,56168,100607,127300,9817,2967,14636
den510d.map,16,60497,61601,33277,61,8875,4395
den510d.map,17,81857,62102,114454,104,25713,7706
den510d.map,18,73101,98493,99734,3716,86,9623
den510d.map,19,26001,59916,129895,1919,28922,20142
den510d.map,20,31210,22253,50583,135,453,220
den510d.map,21,43483,61373,58917,862,469,11126
den510d.map,22,66897,64751,103759,869,8234,10861
den510d.map,23,88150,30922,25910,10487,9242,19111
den510d.map,24,94105,116122,31679,1443,12223,10641
den510d.map,25,39881,50273,73527,87,122,122
den510d.map,26,56881,31317,126682,12321,25117,2609
den510d.map,27,29681,85491,119327,30129,19480,17495
den510d.map,28,73460,67438,25637,619,11069,5832
den510d.map,29,104914,33628,24485,4594,16201,21160
den510d.map,30,124608,91335,32316,2791,29269,43297
den510d.map,31,55749,58451,47485,322,24573,12786
den510d.map,32,34906,56117,44581,2032,5336,1989
den510d.map,33,76072,61041,48249,139,4089,1514
den510d.map,34,61169,50331,8980,761,495,2909
den510d.map,35,47578,55723,130164,73,31580,3142
den510d.map,36,46220,56915,27140,1698,322,1449
den510d.map,37,100042,49404,24228,10322,5617,17955
den510d.map,38,70576,79736,3186,12542,6688,2980
den510d.map,39,77632,58165,27641,144,180,2155
den510d.map,40,58968,125411,37115,38148,269,1417
den510d.map,41,77265,66873,104547,175,646,1370
den510d.map,42,71712,49755,45416,384,27,1110
den510d.map,43,28784,61656,117435,696,39553,26919
den510d.map,44,44650,91173,103371,884,4728,8280
den510d.map,45,64167,86017,32119,247,14882,6217
den510d.map,46,54945,26295,128596,230,38984,16126
den510d.map,47,20811,49742,65253,596,313,1287
den510d.map,48,121216,107715,58378,2806,318,8802
den510d.map,49,83970,59334,118981,102,38969,17993
den510d.map,50,53666,35555,33823,2996,8,5623
den510d.map,51,74386,107839,41175,5358,4677,1076
den510d.map,52,84058,118891,58949,2013,1263,17937
den510d.map,53,118789,89845,54270,3992,4183,36718
den510d.map,54,55993,58718,39019,125,2219,3907
den510d.map,55,119379,72100,60007,18914,64,5042
den510d.map,56,65632,42781,89254,234,8861,777
den510d.map,57,96145,73487,129170,143,14182,7004
den510d.map,58,56155,63405,120531,341,34373,20212
den510d.map,59,25515,45231,45845,73,6974,17782
den510d.map,60,64824,77012,74420,51,18,51
den510d.map,61,56153,41103,78573,9163,3390,1640
den510d.map,62,86312,60792,57286,363,31,77
den510d.map,63,99016,106332,94199,145,64,146
den510d.map,64,30049,72894,114437,2355,42544,21545
den510d.map,65,100507,64308,18766,12845,1036,12596
den510d.map,66,81866,24767,116487,12712,15473,7619
den510d.map,67,102518,74046,124395,176,3613,1150
den510d.map,68,34968,21886,121165,78,34429,18311
den510d.map,69,122933,119077,47142,2536,14229,26852
den510d.map,70,130768,104875,67603,3373,435,18358
den510d.map,71,86017,126565,43827,29631,110,241
den510d.map,72,35185,43825,63067,362,2502,9632
den510d.map,73,103152,81899,81797,291,10955,4319
den510d.map,74,130032,129620,76175,5967,13608,32160
den510d.map,75,54120,49618,98589,3996,8647,10494
den510d.map,76,60386,123516,129333,24517,42,42
den510d.map,77,77944,40757,61819,475,125,125
den510d.map,78,76393,54951,31075,93,4908,1898
den510d.map,79,63163,70292,116702,251,5582,14560
den510d.map,80,62107,76765,110693,990,37115,7731
den510d.map,81,119729,51717,67893,21067,50,4441
den510d.map,82,109019,97951,45647,145,10578,13182
den510d.map,83,38106,72930,122039,2437,25335,17249
den510d.map,84,114736,121134,122054,41,4135,2826
den510d.map,85,77792,62498,39580,130,194,1600
den510d.map,86,59138,43412,115940,20366,4662,5561
den510d.map,87,41970,104863,105411,18451,45,18803
den510d.map,88,84960,62967,36378,1665,8640,6055
den510d.map,89,73368,61825,87618,572,23010,11130
den510d.map,90,23963,62447,85956,3863,95,95
den510d.map,91,24848,81392,63860,4317,291,715
den510d.map,92,48017,23487,128751,10349,9843,15247
den510d.map,93,96689,78423,67934,68,167,81
den510d.map,94,85577,93295,23711,4465,14935,20004
den510d.map,95,121014,90407,25638,6963,24034,45999
den510d.map,96,49408,37307,87868,336,16850,6388
den510d.map,97,102257,57627,44794,8401,44,3518
den510d.map,98,33617,46582,106011,5058,2038,8697
den510d.map,99,123516,92495,29215,1544,33298,29844
den520d.map,0,22659,9659,42028,1163,2060,1466
den520d.map,1,54368,38376,18827,1269,7573,10620
den520d.map,2,15784,35565,32417,7358,5,351
den520d.map,3,15664,45812,50325,2091,49,49
den520d.map,4,22088,20804,3229,40,1509,3417
den520d.map,5,55632,45171,13374,1911,9402,13047
den520d.map,6,22569,55645,11487,12752,271,2081
den520d.map,7,7922,6486,49751,1395,2335,8359
den520d.map,8,15162,9082,45951,159,1110,164
den520d.map,9,6731,13868,15556,2991,66,2180
den520d.map,10,50449,40823,12127,165,5384,1237
den520d.map,11,25410,40183,17966,128,67,86
den520d.map,12,27595,25102,47958,18,467,4806
den520d.map,13,15920,19458,24319,53,135,897
den520d.map,14,6226,4980,35661,10,228,4258
den520d.map,15,27401,40138,46670,218,67,95
den520d.map,16,13098,5621,51715,54,2467,8543
den520d.map,17,39400,52147,56147,5581,32,1241
den520d.map,18,11332,21293,14942,80,124,261
den520d.map,19,23394,9100,50455,1771,264,157
den520d.map,20,14706,25660,19579,91,3413,793
den520d.map,21,18785,11822,55855,68,9461,9862
den520d.map,22,47757,34159,8670,1578,7048,2295
den520d.map,23,12322,39821,56887,6821,7670,9820
den520d.map,24,53833,48701,24969,2949,6582,2955
den520d.map,25,46322,10826,24423,11746,15,15
den520d.map,26,32480,9242,14554,106,4536,5128
den520d.map,27,12392,12099,6489,54,1200,1225
den520d.map,28,28657,37613,8922,496,1118,253
den520d.map,29,33576,29369,43417,5269,26,116
den520d.map,30,36747,35293,12327,7372,2101,780
den520d.map,31,26865,16946,45268,266,3387,7642
den520d.map,32,11637,23591,56054,2075,4549,8476
den520d.map,33,13171,4886,39671,90,104,104
den520d.map,34,53872,52898,5644,35,9874,11507
den520d.map,35,32161,41574,20546,135,245,161
den520d.map,36,41844,43076,35330,24,26,40
den520d.map,37,51578,13989,10731,673,13,82
den520d.map,38,22800,34843,53129,7001,4836,8971
den520d.map,39,11641,16316,53631,95,10825,6072
den520d.map,40,26980,19236,41666,38,1634,3941
den520d.map,41,25625,14910,41796,122,3149,5634
den520d.map,42,27488,6120,51569,1285,3628,11361
den520d.map,43,15546,5930,39915,3059,198,702
den520d.map,44,22331,22859,12590,31,877,751
den520d.map,45,9330,41340,56822,6954,109,9665
den520d.map,46,49753,25092,13210,8584,123,1111
den520d.map,47,15730,17038,50892,2934,14547,1530
den520d.map,48,42392,8607,9555,4091,2246,4425
den520d.map,49,19912,17043,42599,866,1415,172
den520d.map,50,14373,21431,37045,328,7660,10485
den520d.map,51,19852,18431,14423,442,16,1345
den520d.map,52,18529,12599,4239,129,4690,3686
den520d.map,53,11334,25459,44534,182,6962,11521
den520d.map,54,10603,29174,43791,196,6912,10548
den520d.map,55,48577,15676,16474,610,65,65
den520d.map,56,26357,40374,14989,1868,137,133
den520d.map,57,38585,10893,18980,3085,77,75
den520d.map,58,33816,37130,11423,655,2455,8450
den520d.map,59,56386,31724,14079,12027,4872,8509
den520d.map,60,24361,20315,16550,115,31,58
den520d.map,61,14401,12679,24915,100,55,55
den520d.map,62,23578,15303,47990,63,364,315
den520d.map,63,21041,45067,46590,5774,34,8428
den520d.map,64,14193,45699,41599,2445,610,224
den520d.map,65,29968,22422,12576,566,2573,806
den520d.map,66,56118,9126,8920,7950,1907,5655
den520d.map,67,45394,42299,14799,200,4594,4148
den520d.map,68,46279,6562,52735,8921,385,2228
den520d.map,69,58312,53591,19309,49,9791,6135
den520d.map,70,37909,17931,20853,103,167,65
den520d.map,71,16675,11871,38164,416,86,86
den520d.map,72,24329,20558,53106,37,7159,8487
den520d.map,73,43944,25080,8882,192,460,901
den520d.map,74,40132,56630,45455,2459,66,56
den520d.map,75,41832,46830,7230,23,1344,1998
den520d.map,76,45049,33574,17529,81,8889,6175
den520d.map,77,28856,20094,46007,48,3895,9364
den520d.map,78,41193,52135,7963,6317,149,1657
den520d.map,79,17288,11565,39019,57,6173,8239
den520d.map,80,9560,42306,17719,6815,85,460
den520d.map,81,5737,11365,40412,1077,108,115
den520d.map,82,30153,28110,10853,270,1720,997
den520d.map,83,13656,28602,16779,168,292,1538
den520d.map,84,8064,15113,15935,1760,175,493
den520d.map,85,24964,43780,40251,3071,29,2207
den520d.map,86,46204,24086,8101,209,801,1291
den520d.map,87,57062,38342,38364,106,52,22
den520d.map,88,40371,49959,23309,132,5151,3376
den520d.map,89,36674,36395,15708,31,329,1118
den520d.map,90,51481,42879,42077,188,56,122
den520d.map,91,36066,44147,55887,114,1278,215
den520d.map,92,53256,55313,7659,686,9446,2969
den520d.map,93,20160,31427,40067,157,2013,738
den520d.map,94,25961,43819,55090,2920,68,8032
den520d.map,95,7120,11353,43219,35,6362,309
den520d.map,96,33168,29904,40859,28,94,106
den520d.map,97,26729,43655,55895,1663,12103,9412
den520d.map,98,22729,10637,44379,482,2006,4449
den520d.map,99,21185,25883,43791,72,2083,1273
den600d.map,0,4905,23734,20898,4926,1119,1214
den600d.map,1,7235,39893,45083,2613,2849,2066
den600d.map,2,17579,6543,22324,1989,4043,4572
den600d.map,3,57786,12266,5919,4351,3856,2963
den600d.map,4,44378,42980,57789,15,200,87
den600d.map,5,9380,39180,50019,2381,3247,3428
den600d.map,6,32144,49371,53222,112,34,41
den600d.map,7,650,11908,39894,270,6414,4419
den600d.map,8,9026,38131,40247,2993,67,138
den600d.map,9,56398,4178,5254,5195,20,4426
den600d.map,10,58128,21305,5798,659,4278,579
den600d.map,11,13707,17347,41221,7299,4672,5516
den600d.map,12,28612,10509,34134,3390,4904,3298
den600d.map,13,56031,3829,4895,5544,13,4190
den600d.map,14,27272,23766,22438,25,1850,2292
den600d.map,15,18554,40572,55666,2496,3665,5029
den600d.map,16,10151,26327,36307,109,12491,7708
den600d.map,17,20938,23327,43693,83,5235,1946
den600d.map,18,49709,37003,32077,1801,190,888
den600d.map,19,6916,17781,29678,79,2668,560
den600d.map,20,54979,55692,7267,12,632,1163
den600d.map,21,10033,11436,19658,10,854,1473
den600d.map,22,12857,22322,56045,297,578,420
den600d.map,23,25954,7340,1694,238,1974,607
den600d.map,24,26394,36950,20551,286,6952,6409
den600d.map,25,18986,21751,21245,1972,4592,5428
den600d.map,26,38694,13710,17073,80,4741,5541
den600d.map,27,41640,37067,50370,17,1347,1529
den600d.map,28,38052,52527,2038,1498,7325,11712
den600d.map,29,12291,30579,23739,507,4732,4571
den600d.map,30,6635,24086,39541,3397,3256,2592
den600d.map,31,7968,3118,20195,871,1369,255
den600d.map,32,52487,16452,5956,6561,1306,6467
den600d.map,33,9472,5259,37725,24,12582,8233
den600d.map,34,23848,25604,9466,10,1455,438
den600d.map,35,16640,8339,9485,823,3807,5790
den600d.map,36,10065,22357,42669,162,385,2221
den600d.map,37,16168,14377,10435,786,1412,2068
den600d.map,38,34194,33831,32355,13,10730,12604
den600d.map,39,14411,32004,24447,201,5391,4291
den600d.map,40,21561,9465,1702,4553,56,666
den600d.map,41,18283,10119,45444,1315,10645,9361
den600d.map,42,21632,990,8056,3707,72,498
den600d.map,43,2402,8750,25692,47,214,388
den600d.map,44,25601,34470,1018,2850,16,24
den600d.map,45,6869,31783,25694,654,4047,2886
den600d.map,46,4889,15583,55658,6226,2870,4473
den600d.map,47,38462,24550,33401,4369,5357,5968
den600d.map,48,49001,20236,19621,415,4291,2306
den600d.map,49,50776,21642,23861,217,4526,2731
den600d.map,50,26299,15734,37436,499,4984,5522
den600d.map,51,15745,23846,23508,31,81,59
den600d.map,52,22811,11886,17708,54,4459,3151
den600d.map,53,46154,32695,283,11319,20,371
den600d.map,54,35884,17862,17415,3214,1783,4504
den600d.map,55,21400,22691,36358,2757,114,3541
den600d.map,56,35520,19958,11859,2885,54,590
den600d.map,57,54636,28268,4895,111,5096,5343
den600d.map,58,4506,14021,14380,432,8,8
den600d.map,59,16722,12947,38754,729,4513,4001
den600d.map,60,12857,22279,50063,340,502,108
den600d.map,61,42280,26863,34476,1940,8306,10103
den600d.map,62,16984,5559,8386,5229,10,700
den600d.map,63,7299,14246,25342,181,2570,2509
den600d.map,64,14884,23477,24253,4907,3045,5674
den600d.map,65,7984,14012,6637,62,572,630
den600d.map,66,44800,32143,17065,52,2461,390
den600d.map,67,30937,13567,40163,4679,7297,7335
den600d.map,68,16641,51083,30589,2618,6493,8101
den600d.map,69,50766,28316,26678,1912,3287,2931
den600d.map,70,25800,33759,4194,8695,3,607
den600d.map,71,8713,16123,14179,40,3297,1245
den600d.map,72,19810,46844,30230,2896,6563,7654
den600d.map,73,38058,29666,37989,2552,8048,10868
den600d.map,74,1352,12499,18413,1832,3477,3032
den600d.map,75,1725,6607,52141,1418,9899,6872
den600d.map,76,23905,7353,19836,368,7194,7189
den600d.map,77,43331,42246,11887,126,5662,8434
den600d.map,78,21225,54278,23842,582,3803,3262
den600d.map,79,34461,30726,32430,6174,6433,5213
den600d.map,80,24193,15028,9718,394,628,679
den600d.map,81,24905,31641,9135,3665,8,369
den600d.map,82,32361,666,5869,106,3367,2769
den600d.map,83,14709,2750,54599,622,6779,6220
den600d.map,84,17867,22069,54637,35,2887,4926
den600d.map,85,8308,17701,37655,1738,3329,3271
den600d.map,86,38009,1377,8044,129,1929,170
den600d.map,87,16170,9477,22643,25,5527,5633
den600d.map,88,37368,29385,10470,3986,1609,7078
den600d.map,89,17784,20857,8775,430,2267,3655
den600d.map,90,7601,4171,20894,1153,1086,276
den600d.map,91,44026,21966,29883,2015,9120,10642
den600d.map,92,38051,20155,25271,3234,3443,9062
den600d.map,93,34481,10375,14534,3996,4160,4305
den600d.map,94,23865,1716,4898,132,16,16
den600d.map,95,22272,16007,6866,1660,26,449
den600d.map,96,49723,24623,1741,8414,18,1009
den600d.map,97,46923,48975,35165,1173,9387,8104
den600d.map,98,19803,47204,34459,2873,6370,7661
den600d.map,99,3465,16476,37750,388,6785,4800
den601d.map,0,22681,22014,35364,1292,3302,3956
den601d.map,1,55800,53165,52345,184,2727,3032
den601d.map,2,22392,51313,41417,4806,2358,8813
den601d.map,3,42777,40983,60986,3531,1196,4786
den601d.map,4,62763,52740,25611,549,7294,4132
den601d.map,5,38282,15670,13277,2243,8460,8042
den601d.map,6,43272,33640,30535,39,9342,6122
den601d.map,7,47930,17155,9770,3699,11,735
den601d.map,8,64939,20181,37727,1873,3874,6285
den601d.map,9,42040,52819,44741,2728,1108,7484
den601d.map,10,16976,22001,35315,12294,0,0
den601d.map,11,21058,12723,58663,12196,166,799
den601d.map,12,8856,28797,61353,333,818,1646
den601d.map,13,57944,38742,21159,1961,6870,4287
den601d.map,14,17208,30530,22596,174,2547,2170
den601d.map,15,1800,28434,52361,912,6465,10313
den601d.map,16,63865,37161,35310,1294,5,49
den601d.map,17,21651,16277,19980,8534,750,1732
den601d.map,18,57232,43128,18635,2151,4278,4111
den601d.map,19,48824,49505,53550,317,64,410
den601d.map,20,6993,14767,55329,26,7795,7826
den601d.map,21,64620,39446,23622,2168,3452,1163
den601d.map,22,35484,58742,25223,1321,14323,10497
den601d.map,23,15288,24750,59438,12680,0,0
den601d.map,24,9778,14573,42767,29,2007,2605
den601d.map,25,14912,33070,22882,4300,9735,11598
den601d.map,26,24128,59833,41788,4234,5602,12048
den601d.map,27,36967,15532,59831,84,258,1885
den601d.map,28,39122,19437,10142,5029,1570,3251
den601d.map,29,43587,21046,23711,2502,11767,9007
den601d.map,30,50508,41646,23709,55,6751,4393
den601d.map,31,25635,48660,16628,3524,6723,13431
den601d.map,32,63132,40548,26382,1687,6131,3505
den601d.map,33,27937,10555,61613,56,850,276
den601d.map,34,47665,45793,50294,345,219,200
den601d.map,35,37586,50919,64194,1231,326,679
den601d.map,36,22016,31159,54718,1349,4692,9811
den601d.map,37,38257,37511,26092,9,237,261
den601d.map,38,19558,19190,53203,4,1145,2915
den601d.map,39,44210,49484,56547,3098,1528,3384
den601d.map,40,30000,27109,35511,168,10113,14789
den601d.map,41,40625,63943,25563,130,13362,8897
den601d.map,42,50995,53589,53478,12,3011,1357
den601d.map,43,35488,53875,9050,3261,8514,7186
den601d.map,44,49768,45325,11808,16,7575,7136
den601d.map,45,66477,59037,35005,2320,703,1052
den601d.map,46,51696,50293,362,263,173,1719
den601d.map,47,61362,39522,22883,70,2411,1609
den601d.map,48,19936,38633,61625,9492,870,1005
den601d.map,49,49524,40623,61614,46,5283,2911
den601d.map,50,41412,54332,61359,116,23,279
den601d.map,51,38633,26307,39154,3458,1986,4245
den601d.map,52,42738,61980,27727,423,5663,6850
den601d.map,53,52497,2559,62333,724,3833,2824
den601d.map,54,54978,52442,18631,615,4099,2625
den601d.map,55,56536,52354,26329,2772,9778,8192
den601d.map,56,45416,40109,24057,4656,7626,5540
den601d.map,57,34199,44943,52426,412,3288,995
den601d.map,58,26740,13478,40669,244,9718,14542
den601d.map,59,21484,40180,55733,5169,326,4258
den601d.map,60,17903,16078,40671,301,8448,13411
den601d.map,61,10547,30367,49942,246,5967,11159
den601d.map,62,32713,15641,60972,2178,3733,2932
den601d.map,63,44585,21986,13071,3721,423,1557
den601d.map,64,23689,56102,48445,4940,4226,12267
den601d.map,65,26961,6253,15361,638,10352,12997
den601d.map,66,10321,49181,36047,305,7814,10142
den601d.map,67,40302,39783,20526,6696,5116,4490
den601d.map,68,50891,49502,47357,1468,1866,2827
den601d.map,69,48409,36618,45366,558,6087,3283
den601d.map,70,9234,46618,40550,2680,7233,6688
den601d.map,71,9210,59812,62383,1507,27,2367
den601d.map,72,22506,56918,45502,1144,163,110
den601d.map,73,26306,58662,49143,5494,3231,8029
den601d.map,74,24890,39426,52077,4354,3012,7351
den601d.map,75,20306,35742,20452,9954,3895,7277
den601d.map,76,10344,11081,25501,6,63,51
den601d.map,77,25120,36479,33458,9939,210,4228
den601d.map,78,52025,31276,54347,1576,971,2749
den601d.map,79,45804,35492,40891,967,2105,4406
den601d.map,80,33825,36098,30038,1082,2847,4772
den601d.map,81,31793,34268,16802,9988,3306,5797
den601d.map,82,13076,64958,8126,3698,6169,9540
den601d.map,83,48386,59402,22274,4891,8796,7260
den601d.map,84,38256,31263,50602,225,3764,4049
den601d.map,85,28880,13841,48304,757,3964,5518
den601d.map,86,39488,36811,59425,2481,8,761
den601d.map,87,14186,43930,4055,9051,1766,7657
den601d.map,88,30536,61621,62100,1090,3636,4835
den601d.map,89,56102,47673,15318,774,3750,2421
den601d.map,90,22504,6638,38295,463,7026,11659
den601d.map,91,36593,40599,59764,1506,5498,6506
den601d.map,92,14425,34769,50652,682,253,113
den601d.map,93,47338,36462,9044,7646,4260,4298
den601d.map,94,28811,51053,48358,477,1996,4525
den601d.map,95,22400,24452,55793,2770,4905,6646
den601d.map,96,65678,53990,26251,3047,2524,4563
den601d.map,97,2913,40185,23388,9921,6115,7342
den601d.map,98,10515,53510,13303,2407,6964,11458
den601d.map,99,20920,60182,45072,992,4867,6628
den602d.map,0,70537,63366,180791,1381,16416,9615
den602d.map,1,170728,252778,125001,787,9204,6352
den602d.map,2,61224,119874,249950,1842,1221,1696
den602d.map,3,115769,101828,154439,12288,4510,8292
den602d.map,4,167169,52745,101734,2140,6798,9779
den602d.map,5,114377,52916,156597,2160,9009,8048
den602d.map,6,130024,148879,159438,9583,3490,7591
den602d.map,7,205509,132886,34469,14798,1657,5501
den602d.map,8,68969,49337,160804,5185,2375,4373
den602d.map,9,186978,261991,187124,340,2210,2129
den602d.map,10,81749,52279,91293,5651,7053,6495
den602d.map,11,179362,251370,103815,3457,3225,15640
den602d.map,12,266208,241447,76091,55,11889,4469
den602d.map,13,103764,124254,11829,78,751,739
den602d.map,14,23147,111558,117917,468,23,551
den602d.map,15,93241,103787,235076,102,11528,16027
